Call ID,CallTimestamp,CallDuration,Call Type,EmployeeID,WaitTime,CallAbandoned
51460,5/4/2021 13:51,63,3,N620104,195,0
51461,6/4/2021 12:07,252,1,M855788,23,0
51462,5/4/2021 11:29,1271,2,S564705,0,0
51463,5/13/2021 12:47,353,3,N772493,0,0
51464,6/17/2021 13:33,443,3,V732706,11,0
51465,6/25/2021 13:23,922,1,S704443,19,0
51466,6/23/2021 10:50,167,1,P286634,28,0
51467,5/26/2021 8:10,542,3,B651033,7,0
51468,5/6/2021 12:34,515,2,K399501,10,0
51469,6/20/2021 13:58,1160,3,V126561,18,0
51470,6/30/2021 10:22,30,2,G586239,80,1
51471,6/15/2021 9:52,679,3,G586239,2,0
51472,6/8/2021 14:36,1429,3,B651033,7,0
51473,5/16/2021 9:35,1447,3,X825147,18,0
51474,5/24/2021 9:06,1457,1,T659609,17,0
51475,6/17/2021 12:43,1491,3,U641256,0,0
51476,6/7/2021 12:27,1288,2,T398672,0,0
51477,5/26/2021 11:13,121,2,U641256,0,0
51478,5/16/2021 10:29,323,3,D411745,25,0
51479,5/8/2021 8:50,1358,2,I543040,178,0
51480,5/21/2021 9:58,1200,3,X825147,20,0
51481,5/25/2021 15:43,441,2,N119221,0,0
51482,6/29/2021 9:17,742,3,J549755,30,0
51483,5/20/2021 14:11,410,3,F542348,0,0
51484,6/9/2021 14:47,1426,3,G727038,0,0
51485,6/21/2021 9:05,1309,2,E137708,0,0
51486,5/27/2021 15:58,966,1,J173690,25,0
51487,5/10/2021 11:24,996,3,P203824,0,0
51488,6/13/2021 11:19,1260,3,J419954,0,0
51489,6/19/2021 15:38,48,3,S274120,231,0
51490,6/2/2021 9:09,587,2,J419954,17,0
51491,5/25/2021 11:35,837,2,V126561,28,0
51492,6/11/2021 12:44,589,3,D411745,3,0
51493,6/6/2021 12:32,1317,1,A166733,7,0
51494,5/18/2021 10:49,1360,2,M794992,213,0
51495,6/13/2021 8:07,578,3,T387561,18,0
51496,6/11/2021 8:35,1450,3,K273930,10,0
51497,6/3/2021 14:10,405,3,I543040,0,0
51498,6/22/2021 15:45,30,2,K418200,1,0
51499,6/3/2021 10:06,944,2,K399501,0,0
51500,5/3/2021 14:15,1482,3,E243130,0,0
51501,6/5/2021 11:28,120,3,O362956,0,0
51502,6/22/2021 8:39,1445,3,N470942,10,0
51503,5/1/2021 11:46,789,3,K418200,174,0
51504,5/15/2021 10:07,1232,3,D411745,7,0
51505,5/13/2021 14:40,465,3,D774655,7,0
51506,6/19/2021 13:51,397,1,C319958,21,0
51507,6/16/2021 13:12,1085,3,E988252,0,0
51508,5/30/2021 8:06,1405,2,O362956,1,0
51509,6/1/2021 15:48,135,3,X110622,28,0
51510,5/30/2021 11:35,1471,2,T387561,13,0
51511,5/4/2021 8:19,1159,1,V828034,9,0
51512,6/12/2021 13:31,971,2,N772493,0,0
51513,5/1/2021 8:33,1481,2,J419954,14,0
51514,6/16/2021 8:23,774,2,V732706,0,0
51515,6/29/2021 12:47,1478,3,N772493,29,0
51516,5/6/2021 13:53,564,3,G586239,0,0
51517,6/16/2021 9:46,45,3,I281837,0,0
51518,6/16/2021 8:30,136,2,K273930,144,0
51519,5/10/2021 11:07,874,2,I992869,0,0
51520,5/6/2021 12:08,698,1,J192194,0,0
51521,5/16/2021 13:12,1133,3,N620104,23,0
51522,5/9/2021 9:04,1052,1,K273930,265,0
51523,5/5/2021 12:41,144,1,O362956,11,0
51524,6/24/2021 15:37,1293,3,B971624,0,0
51525,5/18/2021 10:00,242,1,J419954,0,0
51526,6/29/2021 15:58,115,1,E243130,295,0
51527,6/24/2021 15:06,59,2,J549755,22,0
51528,5/31/2021 10:19,443,3,O856292,22,0
51529,5/25/2021 8:40,341,3,U194381,17,0
51530,5/24/2021 14:41,1490,3,F542348,22,0
51531,6/11/2021 14:11,307,3,A166733,17,0
51532,6/7/2021 15:15,733,3,N119221,28,0
51533,6/6/2021 11:17,1426,2,L736768,15,0
51534,5/29/2021 10:58,1434,2,V228277,4,1
51535,6/18/2021 14:51,420,3,N470942,0,0
51536,6/8/2021 10:26,178,3,U559430,27,0
51537,5/15/2021 12:15,563,1,K669566,0,0
51538,5/27/2021 11:42,33,2,K669566,0,0
51539,6/13/2021 15:55,1179,2,L736768,287,0
51540,5/11/2021 9:18,348,3,T398672,57,0
51541,6/11/2021 15:15,569,3,U559430,0,1
51542,5/25/2021 14:09,188,3,J173690,126,0
51543,6/24/2021 11:18,531,3,B861430,0,0
51544,6/7/2021 13:11,698,2,P203824,2,0
51545,6/9/2021 15:54,80,3,U559430,27,0
51546,5/14/2021 11:06,304,3,N470942,15,0
51547,6/3/2021 8:24,638,2,X991580,25,0
51548,6/13/2021 14:29,314,3,O856292,23,0
51549,5/2/2021 15:13,457,3,F542348,23,0
51550,6/22/2021 11:10,1500,3,M163408,27,0
51551,5/16/2021 14:19,1444,2,B971624,0,0
51552,5/12/2021 8:10,46,1,I543040,0,0
51553,6/9/2021 14:29,910,1,U194381,267,0
51554,5/22/2021 8:03,562,3,M163408,126,0
51555,5/14/2021 14:17,466,2,U559430,0,0
51556,5/8/2021 10:03,984,2,P203824,6,0
51557,6/3/2021 10:07,906,3,U194381,8,0
51558,5/26/2021 9:52,643,3,V228277,15,0
51559,6/13/2021 10:17,379,3,V126561,14,1
51560,5/27/2021 12:23,64,2,N470942,154,0
51561,5/11/2021 11:14,407,2,U559430,0,0
51562,6/27/2021 15:02,1410,2,V732706,0,0
51563,5/17/2021 10:10,600,1,T659609,272,0
51564,6/19/2021 11:23,808,3,X409223,19,0
51565,6/10/2021 12:03,868,2,C206355,16,0
51566,5/7/2021 13:24,1138,3,F542348,7,0
51567,6/9/2021 9:53,1265,2,X825147,25,0
51568,6/29/2021 10:14,85,3,D411745,0,0
51569,6/13/2021 16:00,4,2,A166733,20,0
51570,6/15/2021 10:15,591,3,L736768,4,0
51571,6/11/2021 14:06,131,3,S564705,30,0
51572,5/29/2021 10:30,53,2,T387561,1,0
51573,6/13/2021 10:11,1280,2,D774655,8,0
51574,5/1/2021 11:45,282,3,B861430,10,0
51575,5/8/2021 14:24,191,3,T387561,0,0
51576,6/12/2021 8:13,731,3,B861430,0,0
51577,5/26/2021 12:45,1144,3,P203824,0,0
51578,6/7/2021 15:30,323,3,M163408,0,0
51579,6/2/2021 12:38,802,3,K222775,0,0
51580,5/10/2021 10:03,1326,1,S274120,16,0
51581,5/24/2021 14:09,1325,3,J632516,0,0
51582,5/21/2021 11:16,524,2,Q921541,0,0
51583,6/21/2021 9:55,276,2,N119221,26,0
51584,5/18/2021 10:13,997,3,H438047,4,0
51585,6/8/2021 9:50,365,3,T659609,0,0
51586,6/12/2021 11:00,1032,1,Y193775,0,0
51587,5/19/2021 9:51,767,1,E137708,0,0
51588,6/23/2021 11:45,709,3,U641256,27,0
51589,5/5/2021 10:08,1165,3,D411745,0,0
51590,5/23/2021 9:38,1184,3,V828034,2,1
51591,5/30/2021 11:04,674,2,T664783,15,1
51592,5/4/2021 14:11,1323,1,M794992,0,0
51593,6/28/2021 9:52,536,2,K669566,151,0
51594,6/29/2021 8:34,1159,2,J173690,26,0
51595,6/20/2021 13:42,244,2,S274120,28,1
51596,5/26/2021 10:37,259,1,V828034,117,0
51597,6/2/2021 10:52,354,3,B861430,0,0
51598,6/4/2021 10:55,540,3,M163408,0,0
51599,5/31/2021 12:09,186,1,D411745,0,0
51600,6/13/2021 15:19,1484,3,B651033,14,1
51601,5/7/2021 9:03,389,1,V732706,64,0
51602,6/5/2021 15:55,728,3,G586239,0,0
51603,6/7/2021 11:28,246,1,U559430,29,0
51604,6/15/2021 8:57,11,2,F542348,6,0
51605,5/21/2021 15:24,915,3,K399501,15,0
51606,5/6/2021 9:56,1321,3,Q921541,15,0
51607,5/16/2021 13:43,87,3,B861430,185,0
51608,6/6/2021 10:42,941,3,Q921541,24,0
51609,6/12/2021 10:48,525,3,X825147,0,0
51610,6/8/2021 10:26,456,3,U559430,0,0
51611,6/27/2021 8:44,1301,2,U194381,258,1
51612,6/27/2021 12:28,1163,3,C319958,28,0
51613,6/24/2021 13:00,1198,3,K222775,30,0
51614,6/1/2021 15:48,255,3,V828034,0,0
51615,6/5/2021 14:50,1140,3,D411745,9,0
51616,5/2/2021 14:22,720,1,H438047,0,0
51617,5/6/2021 9:34,360,2,H438047,201,0
51618,5/21/2021 12:25,131,2,S274120,2,0
51619,6/12/2021 13:52,14,3,I281837,0,0
51620,6/6/2021 12:05,1225,3,D411745,72,0
51621,6/17/2021 12:15,1139,1,B971624,22,0
51622,5/2/2021 8:55,232,3,K273930,10,0
51623,5/1/2021 8:07,831,1,E988252,19,0
51624,6/3/2021 10:41,94,3,P286634,13,0
51625,5/30/2021 13:01,1388,3,U559430,0,1
51626,6/6/2021 9:13,300,3,J419954,0,0
51627,5/9/2021 8:12,330,3,K399501,260,0
51628,5/20/2021 15:57,1356,3,P286634,5,0
51629,6/11/2021 12:15,1118,2,I543040,0,1
51630,5/19/2021 11:22,183,3,B651033,10,0
51631,6/22/2021 10:05,672,2,D774655,0,0
51632,6/6/2021 15:13,1023,3,N470942,0,0
51633,6/12/2021 11:21,758,3,P203824,0,0
51634,6/2/2021 15:30,609,3,O856292,17,0
51635,5/15/2021 10:24,1159,1,M855788,110,0
51636,5/1/2021 15:55,212,3,E243130,0,0
51637,6/15/2021 11:59,692,2,I281837,0,0
51638,6/21/2021 9:17,660,1,F542348,17,0
51639,6/4/2021 10:52,32,1,P203824,2,0
51640,5/30/2021 12:11,1394,2,B861430,20,0
51641,5/30/2021 13:29,1226,1,K669566,0,0
51642,5/3/2021 9:53,63,2,F542348,29,0
51643,5/5/2021 11:19,1385,1,X409223,25,0
51644,5/12/2021 13:11,1496,3,X409223,0,0
51645,5/7/2021 15:54,1499,2,Q921541,27,0
51646,6/24/2021 10:51,32,3,K273930,21,0
51647,6/20/2021 13:45,887,3,E243130,0,0
51648,6/17/2021 15:30,707,2,J632516,41,0
51649,5/19/2021 9:37,217,3,B971624,23,0
51650,6/22/2021 12:10,1231,1,O362956,26,0
51651,5/1/2021 11:56,154,3,I992869,0,0
51652,5/29/2021 14:12,794,3,J192194,28,0
51653,6/18/2021 15:18,1415,2,J419954,0,0
51654,5/22/2021 9:52,1044,1,S564705,19,0
51655,6/21/2021 8:28,1051,3,O362956,8,0
51656,6/17/2021 13:04,631,3,X409223,215,0
51657,6/7/2021 12:52,1443,3,U559430,13,0
51658,5/23/2021 8:59,1028,1,N470942,18,0
51659,6/19/2021 8:03,962,2,K915074,0,0
51660,5/4/2021 13:32,58,3,K222775,4,0
51661,6/10/2021 8:48,63,3,S704443,0,0
51662,5/8/2021 9:19,326,2,X409223,8,1
51663,5/4/2021 15:33,1406,3,N119221,30,0
51664,5/1/2021 15:29,723,3,J419954,0,0
51665,5/4/2021 13:43,721,1,X409223,6,0
51666,6/21/2021 15:16,1101,2,U641256,0,0
51667,5/12/2021 13:54,283,3,Y193775,121,1
51668,6/29/2021 8:39,756,1,T398672,232,0
51669,5/3/2021 11:55,336,2,S564705,16,0
51670,5/10/2021 11:44,1470,3,S564705,13,0
51671,5/2/2021 11:38,1175,2,Q921541,25,0
51672,6/14/2021 11:13,983,3,V126561,0,0
51673,6/6/2021 14:09,806,3,T659609,223,0
51674,5/11/2021 9:05,495,3,I992869,30,0
51675,5/17/2021 12:36,1110,2,N119221,0,0
51676,6/22/2021 14:50,613,1,U559430,0,0
51677,6/8/2021 14:27,143,3,G727038,6,0
51678,5/28/2021 8:19,933,2,T664783,5,0
51679,5/16/2021 15:28,672,3,C319958,17,0
51680,6/24/2021 10:28,460,3,K418200,297,0
51681,6/3/2021 15:30,859,3,Q921541,28,0
51682,5/24/2021 12:45,181,2,E988252,27,0
51683,5/6/2021 8:06,563,3,J192194,0,0
51684,5/16/2021 11:22,551,3,F542348,0,0
51685,5/14/2021 12:55,399,2,U194381,0,0
51686,6/6/2021 15:39,393,3,I992869,0,0
51687,6/6/2021 14:24,1162,3,L736768,1,0
51688,5/27/2021 9:08,1242,3,B861430,15,0
51689,6/23/2021 15:48,910,3,T398672,25,0
51690,5/14/2021 10:16,304,3,G727038,19,0
51691,6/12/2021 10:28,538,2,G586239,8,0
51692,6/18/2021 9:18,382,3,T664783,0,0
51693,6/16/2021 15:04,124,1,E988252,0,0
51694,5/15/2021 14:36,12,1,C319958,8,0
51695,6/29/2021 14:27,456,1,I281837,0,0
51696,6/5/2021 8:48,91,2,L736768,0,0
51697,5/11/2021 14:27,715,3,Y193775,0,0
51698,6/16/2021 10:10,1413,2,S564705,0,1
51699,5/18/2021 12:43,87,2,G727038,35,1
51700,5/15/2021 9:07,1438,2,U641256,5,0
51701,5/15/2021 11:37,571,3,T398672,18,0
51702,5/10/2021 12:41,385,2,T387561,19,0
51703,6/20/2021 14:19,929,1,E778362,1,0
51704,6/15/2021 11:00,1383,2,E778362,20,0
51705,5/31/2021 9:48,622,2,X409223,0,0
51706,6/21/2021 8:20,1395,3,E988252,0,0
51707,5/30/2021 15:01,747,3,B651033,239,1
51708,5/7/2021 10:10,1425,2,K915074,0,0
51709,5/6/2021 12:05,1254,2,X991580,5,0
51710,5/24/2021 14:47,131,2,V732706,10,1
51711,6/24/2021 14:00,1122,3,K273930,0,1
51712,6/17/2021 11:56,1004,1,G727038,0,0
51713,6/17/2021 8:50,484,2,U559430,28,0
51714,6/24/2021 12:22,89,3,D774655,29,0
51715,6/9/2021 8:05,1480,2,F542348,9,0
51716,6/22/2021 10:45,1320,2,K669566,30,0
51717,5/27/2021 15:22,155,3,J632516,19,0
51718,6/6/2021 15:58,1140,1,N470942,0,1
51719,6/28/2021 11:46,410,3,K418200,25,0
51720,5/26/2021 13:56,1217,2,Q921541,4,0
51721,6/24/2021 14:59,1128,3,E988252,200,0
51722,5/25/2021 13:39,1440,3,J419954,16,0
51723,5/11/2021 8:48,348,3,L736768,11,0
51724,5/24/2021 14:43,952,3,V228277,28,0
51725,5/24/2021 9:13,1126,1,K273930,0,0
51726,5/6/2021 13:36,1477,3,U194381,2,0
51727,6/30/2021 9:25,173,3,K273930,0,0
51728,5/2/2021 15:59,700,3,J632516,0,0
51729,6/18/2021 12:14,46,2,S704443,16,0
51730,6/27/2021 15:03,361,1,X825147,0,0
51731,5/10/2021 10:09,86,1,O362956,0,0
51732,5/15/2021 9:14,1025,3,F533051,0,0
51733,5/31/2021 9:37,186,3,S704443,14,0
51734,5/19/2021 13:05,323,1,K669566,0,1
51735,6/21/2021 15:50,57,3,T659609,295,0
51736,6/13/2021 13:52,694,2,I992869,29,0
51737,5/1/2021 8:38,548,3,T664783,0,0
51738,5/15/2021 11:36,232,3,J632516,0,0
51739,6/1/2021 8:27,866,3,G727038,27,0
51740,6/12/2021 9:13,1346,3,B971624,0,0
51741,6/18/2021 11:46,1085,3,V732706,12,0
51742,5/31/2021 12:18,771,3,G586239,2,0
51743,6/13/2021 8:01,1319,3,N119221,0,0
51744,6/16/2021 15:07,137,2,N620104,0,0
51745,6/2/2021 13:14,43,2,I543040,27,0
51746,6/4/2021 12:11,437,3,K915074,0,1
51747,5/14/2021 13:56,112,3,N119221,22,0
51748,6/24/2021 8:11,326,2,J192194,4,0
51749,5/2/2021 8:41,921,2,T664783,2,0
51750,5/25/2021 8:09,168,1,X409223,0,0
51751,5/1/2021 14:20,1255,2,K273930,15,0
51752,6/26/2021 11:48,960,2,O362956,0,0
51753,5/12/2021 8:38,1273,3,O362956,8,0
51754,6/22/2021 14:15,1461,1,V228277,0,0
51755,6/25/2021 15:54,1082,3,M855788,0,0
51756,6/22/2021 14:36,618,3,E988252,0,0
51757,5/16/2021 8:31,1393,2,G727038,248,0
51758,5/24/2021 9:58,327,3,F542348,19,0
51759,5/18/2021 9:10,463,2,K399501,0,0
51760,6/30/2021 10:10,309,2,P286634,25,1
51761,6/27/2021 11:52,850,3,M855788,0,0
51762,5/27/2021 12:43,1021,1,M163408,0,0
51763,6/20/2021 11:53,599,3,B971624,0,0
51764,6/3/2021 15:20,1154,1,V828034,18,0
51765,5/27/2021 9:03,355,3,S274120,0,0
51766,6/19/2021 12:28,75,1,I992869,11,0
51767,5/24/2021 9:02,1135,2,N119221,13,0
51768,6/4/2021 12:29,922,3,N119221,24,0
51769,5/15/2021 9:15,529,3,I543040,0,1
51770,6/25/2021 14:50,470,2,M163408,27,0
51771,6/5/2021 8:18,531,3,X110622,2,0
51772,6/2/2021 10:15,132,2,D774655,0,1
51773,6/19/2021 10:54,250,3,M163408,0,0
51774,6/7/2021 15:13,1187,1,J173690,13,0
51775,5/18/2021 9:41,84,1,T659609,0,0
51776,5/27/2021 14:49,1207,2,I992869,26,0
51777,5/28/2021 8:15,318,3,T387561,51,0
51778,5/2/2021 12:03,1192,3,D411745,0,0
51779,5/1/2021 12:26,450,2,N620104,225,0
51780,5/31/2021 8:42,1494,3,N772493,0,0
51781,6/29/2021 8:03,1452,2,G586239,150,1
51782,5/29/2021 9:30,251,3,A475155,0,0
51783,5/10/2021 9:33,938,3,C206355,28,0
51784,5/29/2021 11:57,1127,2,T387561,0,0
51785,6/30/2021 13:16,211,2,G586239,0,0
51786,5/13/2021 13:29,1439,3,E778362,1,0
51787,5/8/2021 8:29,187,3,V828034,0,0
51788,5/25/2021 13:37,1070,3,N772493,28,0
51789,5/5/2021 11:29,515,3,Q921541,247,0
51790,5/27/2021 15:27,531,1,M855788,0,0
51791,6/12/2021 14:23,185,3,B861430,0,0
51792,5/18/2021 9:55,508,3,A475155,0,0
51793,5/22/2021 15:43,711,1,U559430,0,0
51794,6/22/2021 9:45,967,1,B861430,226,0
51795,5/14/2021 12:39,980,1,N620104,0,0
51796,5/14/2021 8:24,450,3,D411745,0,0
51797,6/24/2021 14:30,856,2,I992869,20,0
51798,5/19/2021 12:50,330,3,J419954,158,0
51799,6/27/2021 14:27,247,2,V828034,194,0
51800,5/2/2021 15:18,1073,3,T664783,9,0
51801,5/29/2021 8:51,1042,2,Y193775,0,0
51802,6/23/2021 9:39,386,1,T387561,0,0
51803,5/17/2021 8:29,186,3,F542348,7,0
51804,5/9/2021 15:59,811,3,E243130,290,0
51805,5/23/2021 12:14,573,2,O856292,0,0
51806,6/23/2021 10:12,1037,3,J173690,28,0
51807,5/30/2021 15:29,737,3,I992869,0,0
51808,5/2/2021 8:59,884,2,X825147,23,0
51809,6/9/2021 11:11,456,3,K915074,247,1
51810,5/30/2021 10:57,1374,3,U559430,0,0
51811,5/27/2021 13:46,1094,3,V732706,105,0
51812,6/15/2021 13:50,1237,1,I281837,0,0
51813,5/23/2021 11:59,1372,3,C319958,106,0
51814,6/30/2021 12:18,519,2,M794992,7,0
51815,6/19/2021 10:17,187,1,N119221,0,0
51816,6/26/2021 12:10,1056,3,J192194,18,0
51817,6/21/2021 12:46,1430,3,I992869,0,0
51818,5/4/2021 10:17,1146,1,C319958,7,0
51819,5/28/2021 8:12,708,2,L736768,9,0
51820,6/3/2021 10:10,1216,2,G586239,27,0
51821,6/16/2021 9:04,723,3,V828034,0,0
51822,6/26/2021 11:37,708,3,I543040,0,0
51823,6/5/2021 15:12,989,3,L736768,11,0
51824,6/19/2021 14:02,1243,2,C206355,0,0
51825,5/19/2021 10:27,1136,3,C206355,0,0
51826,5/19/2021 15:15,1478,3,T664783,0,0
51827,6/3/2021 9:56,994,3,A166733,15,0
51828,6/1/2021 11:21,415,1,U559430,9,0
51829,6/18/2021 12:06,1089,1,C319958,0,0
51830,5/17/2021 10:08,1156,2,M163408,0,0
51831,5/5/2021 15:00,721,3,T659609,13,0
51832,6/24/2021 12:51,1458,3,B651033,30,0
51833,6/6/2021 13:41,222,3,B861430,0,0
51834,5/25/2021 14:40,1072,2,X110622,20,0
51835,6/7/2021 13:57,851,3,I992869,17,0
51836,5/23/2021 13:17,1363,2,F533051,0,0
51837,5/24/2021 8:31,430,2,S274120,12,0
51838,5/12/2021 8:40,1218,1,K418200,243,0
51839,5/16/2021 11:55,1329,3,A475155,18,0
51840,6/2/2021 9:34,883,3,N119221,13,0
51841,6/9/2021 12:21,1230,3,A166733,0,0
51842,6/26/2021 11:09,1221,2,P286634,26,0
51843,6/15/2021 14:57,890,3,A166733,11,0
51844,6/21/2021 8:20,631,3,U194381,0,0
51845,6/27/2021 8:06,691,2,E988252,0,0
51846,5/21/2021 12:14,165,2,J192194,0,0
51847,5/13/2021 8:04,164,2,U194381,267,0
51848,5/7/2021 15:41,779,1,I281837,0,0
51849,6/30/2021 12:32,324,1,K399501,32,0
51850,5/27/2021 12:10,547,3,J632516,28,0
51851,6/4/2021 9:07,1399,3,X409223,15,0
51852,6/27/2021 14:57,1432,3,V126561,0,0
51853,5/30/2021 15:24,1093,1,K273930,0,0
51854,5/30/2021 10:04,992,3,V732706,7,0
51855,6/8/2021 8:27,205,2,F542348,272,0
51856,6/19/2021 10:59,471,3,H438047,16,0
51857,5/5/2021 14:10,737,3,L736768,50,0
51858,6/24/2021 10:37,199,3,X409223,25,0
51859,5/14/2021 15:31,310,2,B651033,20,0
51860,6/10/2021 8:39,1392,3,H438047,0,0
51861,5/3/2021 8:36,875,1,J173690,18,0
51862,6/28/2021 9:25,251,3,I992869,15,0
51863,5/9/2021 15:47,943,3,M163408,174,0
51864,6/29/2021 14:35,1368,3,V228277,106,0
51865,5/6/2021 12:12,1078,3,I281837,0,0
51866,5/8/2021 9:34,388,3,T398672,0,0
51867,5/2/2021 10:02,836,3,K222775,0,0
51868,5/31/2021 15:47,778,3,T398672,1,0
51869,6/27/2021 14:40,30,3,S564705,23,0
51870,6/4/2021 9:46,73,3,J549755,0,0
51871,6/17/2021 9:54,457,1,M163408,29,0
51872,5/3/2021 10:21,528,1,S274120,12,0
51873,5/23/2021 8:19,658,3,M855788,0,0
51874,6/5/2021 9:35,1018,3,V228277,17,0
51875,5/23/2021 9:58,306,2,P286634,7,0
51876,5/12/2021 14:49,525,3,T664783,300,0
51877,5/4/2021 12:26,842,2,A166733,0,0
51878,6/23/2021 10:01,751,2,V126561,3,0
51879,5/30/2021 14:18,759,3,O856292,9,0
51880,5/20/2021 13:03,1067,2,G727038,7,0
51881,6/18/2021 8:06,1130,2,N119221,15,0
51882,5/6/2021 12:23,900,2,D774655,0,0
51883,5/27/2021 13:03,183,3,X825147,217,0
51884,6/16/2021 11:20,39,2,F533051,22,0
51885,5/5/2021 14:26,1076,2,D411745,0,0
51886,6/7/2021 13:37,484,2,Q921541,0,0
51887,6/28/2021 14:41,951,2,O856292,1,0
51888,6/9/2021 14:31,619,3,Q921541,0,0
51889,6/12/2021 8:12,430,2,G586239,0,0
51890,5/28/2021 9:13,546,3,N620104,3,0
51891,6/22/2021 11:58,842,3,U559430,0,0
51892,5/17/2021 11:39,167,2,H438047,2,0
51893,5/4/2021 9:31,238,3,H438047,1,0
51894,5/19/2021 13:54,1459,3,K399501,0,0
51895,6/5/2021 8:47,941,2,M794992,0,1
51896,5/24/2021 10:05,91,3,J419954,21,0
51897,6/27/2021 8:17,1292,2,N620104,0,0
51898,5/5/2021 10:53,420,3,I992869,0,0
51899,5/7/2021 10:24,886,3,B651033,26,0
51900,6/30/2021 14:55,1124,3,U559430,2,1
51901,5/2/2021 10:37,602,2,F542348,0,0
51902,6/23/2021 9:51,1279,3,V732706,42,0
51903,5/18/2021 8:55,982,2,P203824,22,0
51904,6/27/2021 13:19,144,2,V828034,14,0
51905,6/20/2021 13:04,383,1,J192194,0,0
51906,6/30/2021 15:35,467,3,L736768,16,0
51907,6/30/2021 12:44,99,3,X991580,0,1
51908,5/23/2021 12:54,555,1,V228277,0,0
51909,5/4/2021 10:24,837,2,M855788,0,0
51910,5/26/2021 14:00,1154,3,T398672,0,0
51911,5/4/2021 14:26,598,3,X991580,29,1
51912,5/5/2021 11:08,110,2,X110622,0,0
51913,6/14/2021 10:19,1209,2,O856292,0,0
51914,6/3/2021 8:41,963,2,A475155,297,0
51915,5/2/2021 9:43,1439,2,P203824,0,0
51916,6/8/2021 13:49,894,1,N772493,0,0
51917,6/11/2021 13:58,1353,3,N620104,0,0
51918,6/18/2021 12:00,395,3,K669566,15,0
51919,5/19/2021 10:02,391,3,C319958,0,1
51920,6/17/2021 14:05,59,3,C206355,8,0
51921,5/3/2021 12:55,788,1,G727038,0,0
51922,5/7/2021 14:36,833,3,U194381,0,0
51923,6/24/2021 15:49,1197,1,T387561,13,0
51924,5/29/2021 10:50,54,2,F542348,26,0
51925,5/30/2021 12:31,353,2,J192194,17,0
51926,6/8/2021 9:20,953,2,N470942,0,0
51927,5/1/2021 13:52,81,3,E137708,2,0
51928,6/2/2021 11:44,864,2,O856292,0,0
51929,6/8/2021 12:24,1055,3,T398672,15,0
51930,5/8/2021 11:46,622,3,M855788,11,0
51931,6/21/2021 10:00,625,3,A475155,17,0
51932,6/15/2021 14:47,1119,3,C206355,0,0
51933,5/24/2021 8:40,853,3,P286634,80,0
51934,6/15/2021 13:14,1211,1,F533051,18,0
51935,6/29/2021 14:10,1398,1,V126561,0,0
51936,5/1/2021 9:46,1248,3,K418200,0,0
51937,6/19/2021 10:34,721,2,H438047,0,0
51938,5/27/2021 14:45,893,3,A166733,24,0
51939,6/4/2021 11:49,1154,3,S704443,11,0
51940,6/5/2021 11:18,149,2,O856292,0,0
51941,5/28/2021 12:41,588,1,T659609,1,0
51942,6/19/2021 12:02,450,3,F533051,17,0
51943,6/7/2021 15:34,81,3,X110622,0,0
51944,6/6/2021 8:29,124,3,E988252,0,0
51945,6/2/2021 10:15,823,2,M794992,0,0
51946,6/13/2021 14:31,455,3,U559430,0,0
51947,5/18/2021 8:38,703,3,X110622,11,0
51948,5/21/2021 11:16,924,2,Y193775,19,0
51949,6/22/2021 11:15,1156,2,E137708,0,0
51950,5/12/2021 13:28,392,2,I281837,12,0
51951,5/13/2021 14:06,1323,2,X825147,0,0
51952,6/3/2021 15:26,584,1,D774655,19,0
51953,5/1/2021 15:06,1107,3,V732706,55,0
51954,5/17/2021 11:26,265,3,C319958,29,0
51955,5/23/2021 12:36,634,2,K915074,18,0
51956,5/26/2021 9:21,201,2,T387561,0,0
51957,6/23/2021 15:02,749,1,B971624,15,0
51958,5/21/2021 8:27,152,2,E243130,4,0
51959,6/22/2021 12:26,96,2,K399501,0,0
51960,6/20/2021 11:45,669,3,T664783,0,0
51961,5/14/2021 12:09,376,2,M855788,30,0
51962,6/29/2021 12:57,631,3,N119221,23,0
51963,5/9/2021 14:32,464,3,O856292,282,0
51964,5/27/2021 15:19,289,3,M163408,30,0
51965,6/22/2021 11:37,141,2,T398672,0,0
51966,6/4/2021 15:18,481,2,S274120,16,0
51967,5/7/2021 13:36,499,3,P203824,6,0
51968,5/15/2021 8:52,1488,2,U194381,19,0
51969,6/5/2021 14:06,79,3,M163408,18,0
51970,5/25/2021 13:30,896,2,E243130,0,0
51971,6/8/2021 13:24,1082,2,A166733,16,0
51972,5/4/2021 13:26,1102,3,J192194,0,0
51973,5/3/2021 8:50,527,1,A166733,0,0
51974,6/23/2021 12:34,992,3,U641256,17,0
51975,5/10/2021 10:11,592,3,M794992,0,1
51976,5/16/2021 11:34,210,3,E137708,0,0
51977,5/12/2021 12:33,130,2,S564705,5,0
51978,5/9/2021 8:56,612,3,I281837,0,0
51979,6/15/2021 8:12,1334,3,Y193775,13,0
51980,6/21/2021 11:31,455,2,J419954,246,0
51981,5/26/2021 8:41,1302,2,S274120,15,0
51982,5/5/2021 8:38,717,3,M794992,0,0
51983,5/1/2021 8:54,864,2,I992869,0,0
51984,5/29/2021 12:31,332,3,T659609,110,0
51985,5/7/2021 15:26,576,2,M163408,14,0
51986,6/5/2021 8:41,37,3,D411745,4,0
51987,5/21/2021 12:30,514,3,M855788,0,0
51988,6/20/2021 15:33,423,3,X991580,0,0
